"word","new_label"
"Dresden","Germany"
"Dresdner","Germany"
"Dresdner Bank","Germany"
"Drôme","France"
"Ds","Italy"
"Dubai","UAE"
"Dubaï","UAE"
"Dublin","Ireland"
"Dublino","Ireland"
"Dublín","Ireland"
"Ducati","Italy"
"Duerr","Germany"
"Duesseldorf","Germany"
"Duisburg","Germany"
"Duncan Smith","UK"
"Dunkerque","France"
"Dutch","Netherlands"
"Dänemark","Denmark"
"Días Madrid","Spain"
"Düsseldorf","Germany"
"E-Control","Austria"
"E-Plus","Germany"
"E.ON","Germany"
"EADS","Europe"
"EBRD","Europe"
"ECB","EU"
"EDF","France"
"EDP","Portugal"
"EE UU","USA"
"EFSF","EU"
"EIB","EU"
"EMI","UK"
"ENA","France"
"ENI","Italy"
"EPR","France"
"ERC","Spain"
"ERE","Spain"
"ERTE","Spain"
"ESA","Europe"
"ESM","EU"
"ETA","Spain"
"EU","EU"
"EU-Diplomaten","EU"
"EU-Finanzminister","EU"
"EU-Gipfel","EU"
"EU-Kommissar","EU"
"EU-Kommission","EU"
"EU-Kommissionspraesident","EU"
"EU-Laender","EU"
"EU-Länder","EU"
"EU-Ländern","EU"
"EU-Mitglieder","EU"
"EU-Mitgliedstaaten","EU"
"EU-Parlament","EU"
"EU-Recht","EU"
"EU-Staaten","EU"
"EU-Verfassung","EU"
"EVN","Austria"
"EY","UK"
"EZB","EU"
"EZB-Praesident","EU"
"EZB-Rat","EU"
"Earth","World"
"EasyJet","UK"
"Easyjet","UK"
"Eba","EU"
"Ebay","USA"
"Ebner","Austria"
"Ebro","Spain"
"Ebro Puleva","Spain"
"Echos","France"
"Ecofin","EU"
"Ecole polytechnique","France"
"Ecosse","UK"
"Ecuador","Ecuador"
"EdF","France"
"Edeka","Germany"
"Eder","Austria"
"Edf","France"
"Edinburgh","UK"
"Edmund Stoiber","Germany"
"Edouard Philippe","France"
"Education nationale","France"
"Efsf","EU"
"Egg France","France"
"Egipto","Egypt"
"Egitto","Egypt"
"Egypt","Egypt"
"Egypte","Egypt"
"Egyptian","Egypt"
"Eichel","Germany"
"Eiffage","France"
"Einaudi","Italy"
"Eisenstadt","Austria"
"Eixample","Spain"
"El Corte Inglés","Spain"
"El Ibex","Spain"
"El Kaida","Pakistan"
"El País","Spain"
"El Prat","Spain"
"Elche","Spain"
"Elena Salgado","Spain"
"Elisabeth Borne","France"
"Eliseo","France"
"Elon Musk","USA"
"Elsner","Austria"
"Elysée","France"
"Emap France","France"
"Emilia","Italy"
"Emilia Romagna","Italy"
"Emilia-Romagna","Italy"
"Emilio Botín","Spain"
"Emirates","UAE"
"Emirati","UAE"
"Emirats arabes unis","UAE"
"Emma Marcegaglia","Italy"
"Emmanuel Macron","France"
"Empire britannique","UK"
"EnBW","Germany"
"Enac","Italy"
"Enagás","Spain"
"Enav","Italy"
"Ence","Spain"
"Endesa","Spain"
"Enea","Italy"
"Enel","Italy"
"Energie AG","Austria"
"Engie","France"
"England","UK"
"Eni","Italy"
"Enrico Letta","Italy"
"Enron","USA"
"Enseignement supérieur","France"
"Entrecanales","Spain"
"Eon","Germany"
"Equitalia","Italy"
"Eramet","France"
"Erdogan","Türkiye"
"Erfurt","Germany"
"Ergo","Germany"
"Eric Woerth","France"
"Ericsson","Sweden"
"Erlangen","Germany"
"Ernst & Young","UK"
"Ernst Young","UK"
"Eroski","Spain"
"Erste Bank","Austria"
"Erste Group","Austria"
"Erwin Pröll","Austria"
"Esade","Spain"
"Escocia","UK"
"Eslovaquia","Slovakia"
"Eslovenia","Slovenia"
"Esm","EU"
"Espagne","Spain"
"Espagnols","Spain"
"España","Spain"
"Esperanza Aguirre","Spain"
"Essec","France"
"Essen","Germany"
"Essener","Germany"
"Essex","UK"
"Essilor","France"
"Essonne","France"
"Est Europa","Eastern Europe"
"Est de la France","France"
"Estados Unidos","USA"
"Esther Koplowitz","Spain"
"Estland","Estonia"
"Estocolmo","Sweden"
"Estonia","Estonia"
"Estonie","Estonia"
"Etat allemand","Germany"
"Etat américain","USA"
"Etat britannique","UK"
"Etat britanniques","UK"
"Etat français","France"
"Etat fédéral allemand","Germany"
"Etats-Unis","USA"
"Ethiopia","Ethiopia"
"Etihad","UAE"
"EuGH","EU"
"Eurazeo","France"
"Eurex","Europe"
"Euro-Gruppe","EU"
"Euro-Raums","EU"
"Euro-Staaten","EU"
"EuroStoxx","EU"
"Eurogroupe","EU"
"Eurogrupo","EU"
"Eurogruppo","EU"
"Eurohypo","Germany"
"Eurolandia","EU"
"Euronext","Europe"
"Europa","Europe"
"Europa Press","Spain"
"Europa del Este","Eastern Europe"
"Europaeern","Europe"
"Europaeische Gerichtshof","EU"
"Europaeische Kommission","EU"
"Europaeische Union","EU"
"Europaeische Zentralbank","EU"
"Europaeischen Gerichtshof","EU"
"Europaeischen Union","EU"
"Europaeischen Zentralbank","EU"
"Europaparlament","EU"
"Europarlamento","EU"
"Europas","Europe"
"Europe","Europe"
"Europe 1","Europe"
"Europe de l'Est","Eastern Europe"
"Europe de l'Ouest","Western Europe"
"European","Europe"
"European Central Bank","EU"
"European Commission","EU"
"European Union","EU"
"Europeans","Europe"
"Europäer","Europe"
"Europäische Union","EU"
"Europäische Zentralbank","EU"
"Europäischen Kommission","EU"
"Europäischen Union","EU"
"Europäischen Zentralbank","EU"
"Européens","Europe"
"Eurostat","EU"
"Eurotower","EU"
"Eurowings","Germany"
"Eurozona","EU"
"Eurozone","EU"
"Euskadi","Spain"
"Euskaltel","Spain"
"Evonik","Germany"
"Ewald Nowotny","Austria"
"Exceltur","Spain"
"Exor","Italy"
"Extremadura","Spain"
"Exxon","USA"
"Exxon Mobil","USA"
"ExxonMobil","USA"
"Eybl","Austria"
"F2i","Italy"
"FACC","Austria"
"FBI","USA"
"FC Bayern","Germany"
"FC Bayern Muenchen","Germany"
"FCA","Italy"
"FCA","UK"
"FDA","USA"
"FDP","Germany"
"FDP-Chef","Germany"
"FESF","EU"
"FFG","Austria"
"FFSA","France"
"FGD","Spain"
"FMA","Austria"
"FMC","Germany"
"FMI","World"
"FN","France"
"FNAC","France"
"FNSEA","France"
"FO","France"
"FPÖ","Austria"
"FROB","Spain"
"FSA","UK"
"FSI","France"
"FSU","France"
"FTSE","UK"
"Fabi","Italy"
"Facebook","USA"
"Fadesa","Spain"
"Fannie","USA"
"Fannie Mae","USA"
"Farnesina","Italy"
"Fassino","Italy"
"Fastweb","Italy"
"Faurecia","France"
"Faymann","Austria"
"Fazio","Italy"
"Fbi","USA"
"Fca","UK"
"Fed","USA"
"Federal Reserve","USA"
"Federmeccanica","Italy"
"Feldkirch","Austria"
"Fenosa","Spain"
"Ferdinand Piëch","Germany"
"Fermo","Italy"
"Fernost","Eastern Asia"
"Ferragosto","Italy"
"Ferrara","Italy"
"Ferrari","Italy"
"Ferrero","Italy"
"Ferrovial","Spain"
"Ferrovie","Italy"
"Fi","Italy"
"Fiat","Italy"
"Fidelity","USA"
"Fiera Milano","Italy"
"Fifa","World"
"Figaro","France"
"Figueruelas","Spain"
"Filipinas","Philippines"
"Filippine","Philippines"
"Fillon","France"
"Fim","Italy"
"Financement Participatif France","France"
"Financial Times","UK"
"Finanzaemter","Germany"
"Finanzmarktaufsicht","Austria"
"Fincantieri","Italy"
"Fini","Italy"
"Fininvest","Italy"
"Finland","Finland"
"Finlande","Finland"
"Finlandia","Finland"
"Finmeccanica","Italy"
"Finnen","Finland"
"Finnish","Finland"
"Finnland","Finland"
"Fiom","Italy"
"Firenze","Italy"
"Fitch","USA"
"Fitschen","Germany"
"Fiumicino","Italy"
"Fli","Italy"
"Florence","Italy"
"Florencia","Italy"
"Florentino Pérez","Spain"
"Florenz","Italy"
"Florida","USA"
"Floride","USA"
"Flughafen Wien","Austria"
"Fluidra","Spain"
"Flöttl","Austria"
"Fmi","World"
"Foggia","Italy"
"Fondation de France","France"
"Fondo Monetario Internacional","World"
"Fondo monetario","World"
"Fondo monetario internazionale","World"
"Fonds monétaire international","World"
"Footsie britannique","UK"
"Forbes","USA"
"Ford","USA"
"Forlì","Italy"
"Formel 1","World"
"Formigoni","Italy"
"Formula One","World"
"Fornero","Italy"
"Fort-de-France","France"
"Fortis","Netherlands"
"Fortis","Belgium"
"Forza Italia","Italy"
"Foster","Australia"
"Fox","USA"
"France","France"
"France -","France"
"France 2","France"
"France 24","France"
"France 3","France"
"France 4","France"
"France 5","France"
"France Active","France"
"France Antilles","France"
"France Assureurs","France"
"France Biotech","France"
"France Champignon","France"
"France Chimie","France"
"France Culture","France"
"France Digitale","France"
"France Domaine","France"
"France Football","France"
"France Galop","France"
"France Holding","France"
"France Industrie","France"
"France Info","France"
"France Inter","France"
"France Invest","France"
"France Loisirs","France"
"France Musique","France"
"France Médias Monde","France"
"France Nature","France"
"France Pub","France"
"France Relance","France"
"France Soir","France"
"France Stratégie","France"
"France TV","France"
"France Telecom","France"
"France Thermes","France"
"France Télécom","France"
"France Télécom Câble","France"
"France Télécom-Orange","France"
"France Télévisions","France"
"France Télévisions Publicité","France"
"France-","France"
"France-Allemagne","France"
"France-Soir","France"
"Francesco Rutelli","Italy"
"Francfort","Germany"
"Francia","France"
"Francis Mer","France"
"Francisco González","Spain"
"Franco Frattini","Italy"
"Francoforte","Germany"
"Frank Stronach","Austria"
"Frank-Walter Steinmeier","Germany"
"Franken","Switzerland"
"Frankfurt","Germany"
"Frankfurt am Main","Germany"
"Frankfurter Boerse","Germany"
"Frankreich","France"
"Frankreichs","France"
"Franz Muentefering","Germany"
"Franzose","France"
"Franzosen","France"
"Français","France"
"Française","France"
"François Baroin","France"
"François Bayrou","France"
"François Chérèque","France"
"François Fillon","France"
"François Hollande","France"
"François Mitterrand","France"
"François Pinault","France"
"Fraport","Germany"
"Fratelli d Italia","Italy"
"Frauenthal","Austria"
"Freddie","USA"
"Freddie Mac","USA"
"Freenet","Germany"
"Freiburg","Germany"
"Freistaat","Germany"
"French","France"
"Fresenius","Germany"
"Fresenius Medical Care","Germany"
"Friedrich Merz","Germany"
"Friedrichshain","Germany"
"Friuli","Italy"
"Friuli Venezia Giulia","Italy"
"Front national","France"
"Fráncfort","Germany"
"Fs","Italy"
"Ftse Mib","Italy"
"Fuencarral-El Pardo","Spain"
"Fuenlabrada","Spain"
"Funcas","Spain"
"Fédération de l'industrie allemande","Germany"
"Fédération hospitalière de France","France"
"Fürth","Germany"
"G-20","World"
"G-7","World"
"G20","World"
"G7","World"
"G8","World"
"GDF","France"
"GDL","Germany"
"GDV","Germany"
"GE","USA"
"GKN","UK"
"GKV","Germany"
"GM","USA"
"GMAC","USA"
"GSK","UK"
"Gabriel","Germany"
"Galeries Lafayette","France"
"Galicia","Spain"
"Ganvam","Spain"
"García","Spain"
"Garrigues","Spain"
"Gartner","USA"
"Gas Natural Fenosa","Spain"
"Gasparri","Italy"
"Gaz de France","France"
"Gaza","Palestine"
"Gazastreifen","Israel"
"Gazprom","Russia"
"Gdansk","Poland"
"Gdo","Italy"
"Gebrüder Weiss","Austria"
"Gecina","France"
"Gelmini","Italy"
"Gelsenkirchen","Germany"
"General Electric","USA"
"General Motors","USA"
"Generali France","France"
"Generalitat","Spain"
"Generalitat de Cataluña","Spain"
"Geneva","Switzerland"
"Genf","Switzerland"
"Genoa","Italy"
"Genova","Italy"
"Genua","Italy"
"Genève","Switzerland"
"George Bush","USA"
"George Osborne","UK"
"George W. Bush","USA"
"Georgien","Georgia"
"Gera","Germany"
"Gerhard Schroeder","Germany"
"German","Germany"
"Germania","Germany"
"Germans","Germany"
"Germany","Germany"
"Gerona","Spain"
"Geronzi","Italy"
"Gerusalemme","Israel"
"Gestamp","Spain"
"Getafe","Spain"
"Gewerkschaft Verdi","Germany"
"GfK","Germany"
"Ghana","Ghana"
"Gheddafi","Syria"
"Giancarlo Giorgetti","Italy"
"Gianfranco Fini","Italy"
"Gianni Letta","Italy"
"Giappone","Japan"
"Gijón","Spain"
"Gilles Carrez","France"
"Gilles de Robien","France"
"Giorgia Meloni","Italy"
"Giorgio Napolitano","Italy"
"Gip","Italy"
"Girona","Spain"
"Gironde","France"
"Giuliano Amato","Italy"
"Giulio Tremonti","Italy"
"Giuseppe Conte","Italy"
"Glasgow","UK"
"GlaxoSmithKline","UK"
"Glencore","Switzerland"
"Globalia","Spain"
"Globus","World"
"Glos","Germany"
"Gm","USA"
"Gobierno alemán","Germany"
"Gobierno británico","UK"
"Gobierno español","Spain"
"Gobierno vasco","Spain"
"Gold Fields","South Africa"
"Goldman","USA"
"Goldman Sachs","USA"
"Golf von Mexiko","USA"
"Golfe","Western Asia"
"Golfo","Western Asia"
"Golfstaaten","Western Asia"
"Google","USA"
"Gorbach","Austria"
"Gordon","UK"
"Gordon Brown","UK"
"Gotemburgo","Sweden"
"Governo Monti","Italy"
"Governo Prodi","Italy"
"Governo italiano","Italy"
"Gran Bretagna","UK"
"Gran Bretaña","UK"
"Gran Canaria","Spain"
"Granada","Spain"
"Grand Paris","France"
"Grande-Bretagne","UK"
"Grant Thornton","UK"
"Grasser","Austria"
"Graz","Austria"
"Grazer","Austria"
"Graziano Delrio","Italy"
"Grecia","Greece"
"Greece","Greece"
"Greek","Greece"
"Greeks","Greece"
"Greenspan","USA"
"Grenoble","France"
"Griechenland","Greece"
"Griechenlands","Greece"
"Grifols","Spain"
"Grossbritannien","UK"
"Grossbritanniens","UK"
"Grossmann","Germany"
"Groupama","France"
"Großbritannien","UK"
"Großbritanniens","UK"
"Gruber","Austria"
"Gruene","Germany"
"Gruppo 24 Ore","Italy"
"Grèce","Greece"
"Guardia Civil","Spain"
"Guardia di Finanza","Italy"
"Guardian","UK"
"Gucci","Italy"
"Guglielmo Epifani","Italy"
"Guido Westerwelle","Germany"
"Guillaume Pepy","France"
"Guindos","Spain"
"Guipúzcoa","Spain"
"Gulf","Western Asia"
"Guyane","French Guiana"
"Génova","Italy"
"Géorgie","Georgia"
"Gérard Larcher","France"
"Gérard Mestrallet","France"
"Göteborg","Sweden"
"Göttingen","Germany"
"Güssing","Austria"
"H&M","Sweden"
"HBOS","UK"
"HDE","Germany"
"HEC","France"
"HM Revenue Customs","UK"
"HMV","UK"
"HP","USA"
"HRE","Germany"
"HSBC","UK"
"HSBC France","France"
"HSBC Trinkaus & Burkhardt","Germany"
"HSH","Germany"
"HSH Nordbank","Germany"
"HSV","Germany"
"HVB","Germany"
"Haas","Austria"
"Habeck","Germany"
"Hacienda","Spain"
"Hagen","Germany"
"Haider","Austria"
"Halifax","Canada"
"Hallein","Austria"
"Halliburton","USA"
"Hamas","Palestine"
"Hambourg","Germany"
"Hamburg","Germany"
"Hamburgo","Germany"
"Hamburgs","Germany"
"Hamm","Germany"
"Hang Seng","Hong Kong"
"Haniel","Germany"
"Hannes Androsch","Austria"
"Hannover","Germany"
"Hannover Messe","Germany"
"Hans Eichel","Germany"
"Hans Jörg Schelling","Austria"
"Hans Peter Haselsteiner","Austria"
"Hapag-Lloyd","Germany"
"Hargreaves Lansdown","UK"
"Hartmut Mehdorn","Germany"
"Hartz IV","Germany"
"Harvard","USA"
"Haselsteiner","Austria"
"Hauts-de-France","France"
"Hauts-de-Seine","France"
"Havas","France"
"Heathrow","UK"
"Heidelberg","Germany"
"Heidelberg Cement","Germany"
"Heiko Maas","Germany"
"Heil","Germany"
"Heilbronn","Germany"
"Heineken","Netherlands"
"Heinz Fischer","Austria"
"Helaba","Germany"
"Helmut Elsner","Austria"
"Helmut Kohl","Germany"
"Helmut Schmidt","Germany"
"Helsinki","Finland"
"Henderson","UK"
"Henkel","Germany"
"Henri Proglio","France"
"Hera","Italy"
"Herbert Diess","Germany"
"Herbert Stepic","Austria"
"Hermès","France"
"Herne","Germany"
"Hesperia","Spain"
"Hessen","Germany"
"Hessens","Germany"
"Hewlett-Packard","USA"
"Hexagone","France"
"Hezbollah","Lebanon"
"Hiesinger","Germany"
"Hildesheim","Germany"
"Hillary Clinton","USA"
"Hindu","India"
"Hines France","France"
"Hisbollah","Lebanon"
"Hispanic","USA"
"Hispasat","Spain"
"Hitler","Germany"
"Hizbollah","Lebanon"
"Hochegger","Austria"
"Hochtief","Germany"
"Hoettges","Germany"
"Hofer","Austria"
"Hoffmann","Germany"
"Holanda","Netherlands"
"Holland","Netherlands"
"Hollande","France"
"Hollywood","USA"
"Home Depot","USA"
"Honda","Japan"
"Hong Kong","Hong Kong"
"Hongkong","Hong Kong"
"Hongrie","Hungary"
"Horst Seehofer","Germany"
"Hortaleza","Spain"
"House","USA"
"Houston","USA"
"Hsbc","UK"
"Huawei","China"
"Hubert Gorbach","Austria"
"Hubertus Heil","Germany"
"Huelva","Spain"
"Hugo Boss","Germany"
"Hungarian","Hungary"
"Hungary","Hungary"
"Hungría","Hungary"
"Hussein","Iraq"
"Hutchison","Austria"
"Hypo","Austria"
"Hypo Alpe Adria","Austria"
"Hypo Real Estate","Germany"
"Hypo-Vereinsbank","Germany"
"Hyundai","South Korea"
"IAG","Spain"
"IASB","World"
"IATA","World"
"IBM","USA"
"ICO","Spain"
"IEA","World"
"IEP de Paris","France"
"IG BCE","Germany"
"IG Metall","Germany"
"IHS","Austria"
"IKB","Germany"
"IMF","World"
"INA","Croatia"
"INE","Spain"
"ING","Netherlands"
"ING Direct","Spain"
"IRS","USA"
"IS","Western Asia"
"ITV","UK"
"IV","Austria"
"IV-Präsident","Austria"
"IVG","Germany"
"IW","Germany"
"IWF","World"
"Iasi","Romania"
"Ibercaja","Spain"
"Iberdrola","Spain"
"Iberdrola Renovables","Spain"
"Iberia","Spain"
"Iberia Express","Spain"
"Ibex","Spain"
"Ibiza","Spain"
"Ibm","USA"
"Ice","Italy"
"Iceland","Iceland"
"Icex","Spain"
"Ici","Italy"
"Idv","Italy"
"Ifema","Spain"
"Ifop","France"
"Ignacio Sánchez Galán","Spain"
"Ignazio Visco","Italy"
"Ikea","Sweden"
"Ikea France","France"
"Ile-de-France","France"
"Ile-de-France Mobilités","France"
"Iliad","Italy"
"Illinois","USA"
"Ilva","Italy"
"Immoeast","Austria"
"Immofinanz","Austria"
"Impregilo","Italy"
"Imu","Italy"
"Inail","Italy"
"Inde","India"
"Inder","India"
"India","India"
"Indian","India"
"Indians","India"
"Indien","India"
"Indiens","India"
"Inditex","Spain"
"Indonesia","Indonesia"
"Indonesian","Indonesia"
"Indonesien","Indonesia"
"Indonésie","Indonesia"
"Indra","Spain"
"Industriellenvereinigung","Austria"
"Infineon","Germany"
"Inghilterra","UK"
"Inglaterra","UK"
"Ingolstadt","Germany"
"Initiative France","France"
"Innogy","Germany"
"Innsbruck","Austria"
"Innsbrucker","Austria"
"Inpdap","Italy"
"Inps","Italy"
"Insee","France"
"Inserm","France"
"Instagram","USA"
"Institut Montaigne","France"
"Institut de France","France"
"Instituto Nacional de Estadística","Spain"
"Instituto de Crédito Oficial","Spain"
"Instituto de Empresa","Spain"
"Instituts der deutschen Wirtschaft","Germany"
"Intel","USA"
"Inter","Italy"
"Intercell","Austria"
"Intermarché","France"
"Internationale Waehrungsfonds","World"
"Internationale Währungsfonds","World"
"Internationalen Währungsfonds","World"
"Intersport France","France"
"Intesa Sanpaolo","Italy"
"Inverco","Spain"
"Investec","South Africa"
"Invitalia","Italy"
"Iowa","USA"
"Ipsos","France"
"Irak","Iraq"
"Iraker","Iraq"
"Iraks","Iraq"
"Iran","Iran"
"Iranian","Iran"
"Iranians","Iran"
"Irans","Iran"
"Irap","Italy"
"Iraq","Iraq"
"Iraqi","Iraq"
"Iraqis","Iraq"
"Ireland","Ireland"
"Ires","Italy"
"Iri","Italy"
"Irish","Ireland"
"Irland","Ireland"
"Irlanda","Ireland"
"Irlande","Ireland"
"Irán","Iran"
"Isae","Italy"
"Isee","Italy"
"Isidro Fainé","Spain"
"Isis","Western Asia"
"Islamabad","Pakistan"
"Island","Iceland"
"Islandia","Iceland"
"Isolux","Spain"
"Israel","Israel"
"Israele","Israel"
"Israeli","Israel"
"Israelis","Israel"
"Israels","Israel"
"Israël","Israel"
"Istanbul","Türkiye"
"Istat","Italy"
"Isvap","Italy"
"Isère","France"
"Italcementi","Italy"
"Italia","Italy"
"Italian","Italy"
"Italians","Italy"
"Italicum","Italy"
"Italie","Italy"
"Italien","Italy"
"Italiener","Italy"
"Italiens","Italy"
"Italy","Italy"
"Its","Italy"
"Ivory Coast","Ivory Coast"
"Izar","Spain"
"JCDecaux","France"
"JDD","France"
"JP Morgan","USA"
"JP Morgan Chase","USA"
"JPMorgan","USA"
"JPMorgan Cazenove","USA"
"JPMorgan Chase","USA"
"Jacques Chirac","France"
"Jain","Germany"
"Jakarta","Indonesia"
"Janet Yellen","USA"
"Japan","Japan"
"Japaner","Japan"
"Japanese","Japan"
"Japans","Japan"
"Japon","Japan"
"Japonais","Japan"
"Japón","Japan"
"Jazztel","Spain"
"Jaén","Spain"
"Jean Castex","France"
"Jean-Claude Juncker","EU"
"Jean-Claude Juncker","Luxembourg"
"Jean-Claude Mailly","France"
"Jean-Claude Trichet","EU"
"Jean-Claude Trichet","France"
"Jean-François Copé","France"
"Jean-Louis Borloo","France"
"Jean-Luc Mélenchon","France"
"Jean-Marc Ayrault","France"
"Jean-Marie Le Pen","France"
"Jean-Pierre Raffarin","France"
"Jeff Bezos","USA"
"Jefferies","USA"
"Jena","Germany"
"Jens Spahn","Germany"
"Jerez de la Frontera","Spain"
"Jersey","UK"
"Jerusalem","Israel"
"JoWooD","Austria"
"Joaquín Almunia","Spain"
"Joe Biden","USA"
"Joe Kaeser","Germany"
"Johannes Teyssen","Germany"
"Johannesburg","South Africa"
"John Cryan","Germany"
"John Kerry","USA"
"John Lewis","UK"
"Johnson","UK"
"Johnson & Johnson","USA"
"Johnson Johnson","USA"
"Jordan","Jordan"
"Jordanien","Jordan"
"Joschka Fischer","Germany"
"Josef Ackermann","Germany"
"Josef Pröll","Austria"
"Josef Pühringer","Austria"
"José Blanco","Spain"
"José Ignacio Goirigolzarri","Spain"
"José Luis Rodríguez Zapatero","Spain"
"José Manuel Barroso","Portugal"
"José Manuel Soria","Spain"
"José María Aznar","Spain"
"José Montilla","Spain"
"Jp Morgan","USA"
"Juergen Fitschen","Germany"
"Juergen Ruettgers","Germany"
"Juergen Trittin","Germany"
"Julius Baer","Germany"
"Juncker","Luxembourg"
"Juncker","EU"
"Jupiter","UK"
"Juventus","Italy"
"Jérusalem","Israel"
"Jörg Haider","Austria"
"K+S","Germany"
"KBL France","France"
"KKR","USA"
"KLM","Netherlands"
"KPMG","UK"
"KPMG","Netherlands"
"KPMG","Switzerland"
"KPMG France","France"
"KPN","Netherlands"
"KSV","Austria"
"Kabul","Afghanistan"
"Kaellenius","Germany"
"Kaeser","Germany"
"Kairo","Egypt"
"Kalifornien","USA"
"Kanada","Canada"
"Kanadas","Canada"
"Kanadier","Canada"
"Kanzleramt","Germany"
"Kapfenberg","Austria"
"Kapsch","Austria"
"Karl Petrikovics","Austria"
"Karl-Heinz Grasser","Austria"
"Karl-Theodor zu Guttenberg","Germany"
"Karstadt","Germany"
"Kasachstan","Kazakhstan"
"Kassel","Germany"
"Katalonien","Spain"
"Katar","Qatar"
"Katowice","Poland"
"Kattowitz","Poland"
"Kaufhof","Germany"
"Kazakh","Kazakhstan"
"Kazakhstan","Kazakhstan"
"Kelly","UK"
"Kensington","UK"
"Kent","UK"
"Kenya","Kenya"
"Keolis","France"
"Kering","France"
"Kerry","USA"
"KfW","Germany"
"Kiel","Germany"
"Kiev","Ukraine"
"Kiew","Ukraine"
"Kika","Austria"
"Kitzbühel","Austria"
"Klagenfurt","Austria"
"Klagenfurter","Austria"
"Klinsmann","Germany"
"Klosterneuburg","Austria"
"Knight Frank","UK"
"Koblenz","Germany"
"Koeln","Germany"
"Koelner","Germany"
"Kohl","Germany"
"Kolumbien","Colombia"
"Kommunen","Germany"
"Kopenhagen","Denmark"
"Korea","South Korea"
"Korean","South Korea"
"Korneuburg","Austria"
"Kosovo","Serbia"
"Kosovo","Western Europe"
"Kovats","Austria"
"Kpmg","Switzerland"
"Kraft","USA"
"Krakau","Poland"
"Krefeld","Germany"
"Kreml","Russia"
"Kremlin","Russia"
"Kreuzberg","Germany"
"Krim","Ukraine"
"Kroatien","Croatia"
"Kroatiens","Croatia"
"Kuba","Cuba"
"Kufstein","Austria"
"Kuka","Germany"
"Kurden","Western Asia"
"Kurdish","Türkiye"
"Kurds","Iraq"
"Kurt Beck","Germany"
"Kutxa","Spain"
"Kutxabank","Spain"
"Kuwait","Kuwait"
"Kyoto","Japan"
"Kärnten","Austria"
"Kärntens","Austria"
"Kärntner","Austria"
"Köln","Germany"
"L'Espagne","Spain"
"L'Europe","Europe"
"L'Hospitalet de Llobregat","Spain"
"L'Italie","Italy"
"L'Oréal","France"
"LA","USA"
"LBB","Germany"
"LBBW","Germany"
"LCI","France"
"LDP","UK"
"LG","South Korea"
"LME","UK"
"LR","France"
"LREM","France"
"LSE","UK"
"LVMH","France"
"La Banque Postale","France"
"La Caixa","Spain"
"La Chine","China"
"La Comisión Europea","EU"
"La Coruña","Spain"
"La France","France"
"La Haya","Netherlands"
"La Laguna","Spain"
"La Moncloa","Spain"
"La Poste","France"
"La Rioja","Spain"
"La Rochelle","France"
"La7","Italy"
"Lactalis","France"
"Lafarge","France"
"Lafontaine","Germany"
"Lagardère","France"
"Lagos","Nigeria"
"Laibach","Slovenia"
"Lampedusa","Italy"
"Lancashire","UK"
"Land Kärnten","Austria"
"Land Niederösterreich","Austria"
"Land Steiermark","Austria"
"Landesbank","Germany"
"Landesbank Baden-Wuerttemberg","Germany"
"Landesbank Hessen-Thueringen","Germany"
"Landtag","Germany"
"Landtagswahl","Germany"
"Lanxess","Germany"
"Las Palmas de Gran Canaria","Spain"
"Las Vegas","USA"
"Laschet","Germany"
"Latin America","South America"
"Latin American","South America"
"Latina","Spain"
"Latinoamérica","Latin America and the Caribbean"
"Latvia","Latvia"
"Lauda","Austria"
"Laurence Parisot","France"
"Laurent Berger","France"
"Laurent Fabius","France"
"Laurent Wauquiez","France"
"Lauterbach","Germany"
"Lazard","USA"
"Lazio","Italy"
"Le Figaro","France"
"Le Japon","Japan"
"Le Monde","France"
"Le Pen","France"
"Lebanese","Lebanon"
"Lebanon","Lebanon"
"Lecce","Italy"
"Lecco","Italy"
"Lee","Singapore"
"Leeds","UK"
"Lega","Italy"
"Lega Nord","Italy"
"Leganés","Spain"
"Legrand","France"
"Lehman","USA"
"Lehman Brothers","USA"
"Leibnitz","Austria"
"Leipzig","Germany"
"Leitl","Austria"
"Leitner","Austria"
"Lenovo","China"
"Lenzing","Austria"
"Leo Kirch","Germany"
"Leoben","Austria"
"Leonardo","Italy"
"Leone","Italy"
"Leoni","Germany"
"Les Echos","France"
"Letizia Moratti","Italy"
"Letonia","Latvia"
"Letta","Italy"
"Lettland","Latvia"
"Lettonia","Latvia"
"Lettonie","Latvia"
"Levante","Western Asia"
"Leverkusen","Germany"
"Leverkusener","Germany"
"Leyen","Germany"
"León","Spain"
"Liban","Lebanon"
"Libano","Lebanon"
"Libanon","Lebanon"
"Liberal Democrats","UK"
"Liberbank","Spain"
"Libia","Libya"
"Libya","Libya"
"Libyan","Libya"
"Libye","Libya"
"Libyen","Libya"
"Libération","France"
"Lidl","Germany"
"Liechtenstein","Liechtenstein"
"Lienz","Austria"
"Ligresti","Italy"
"Liguria","Italy"
"Lille","France"
"Lilly France","France"
"Linate","Italy"
"Linde","Germany"
"Lindner","Germany"
"Lingotto","Italy"
"LinkedIn","USA"
"Linux","Finland"
"Linz","Austria"
"Linzer","Austria"
"Lione","France"
"Lionel Jospin","France"
"Lipsia","Germany"
"Lisboa","Portugal"
"Lisbon","Portugal"
"Lisbona","Portugal"
"Lisbonne","Portugal"
"Lissabon","Portugal"
"Litauen","Lithuania"
"Lithuania","Lithuania"
